,House Request,Senate Request,Pre-reduction Amt. (Omni),Final Amount,Budget Request,Description,City/Location,County,State,Bill,Bill Section,Bill Subsection,Project Heading (Defense Bill Only),House Requesting Member(s),House Party,House State,Dist.,Senate Requesting Member(s),Senate Party,Senate State,Presidential Earmarks,Undisclosed,Intended Recipient or Location,Notes,is_pork
10713,1000000,2000000,,1600000,,Ultra Lightweight Metallic Armor,Madison ,,IL,Defense,RDTE,Army,Materials Technology,Costello,D,IL,,Durbin,D,IL,,,Magnesium Elektron North America Inc.,,0
10714,150000,,146000,143449,,"University of Akron, Akron, OH to link regional school districts with industry to promote STEM academic and career pathways",Akron,,OH,Labor-HHS-Education,Department of Education,Fund for the Improvement of Education,,"Ryan, Tim; Sutton",D; D,OH; OH,,,,,,,,,0
10715,,,82000,80567,,"Univ. of Utah Health Sciences Center, Salt Lake City, UT for the Health Sciences LEAP Program to expand the pipeline of underrepresented students in health professions",Salt Lake City,,UT,Labor-HHS-Education,Department of Education,Fund for the Improvement of Postsecondary Education,,,,,,Hatch,R,UT,,,,,0
10716,,600000,600000,590000,0,"University of Mississippi, Research in areas of increasing efficiency by reducing the amount of contrast media needed for certain procedures",Jackson,,MS,Energy & Water,Department of Energy,Congressionally Directed Science projects,,,,,,Cochran,R,MS,,,,,0
10717,1000000,6000000,6000000,5904000,,Center for Zero Emissions Research and Technology (MT),,,MT,Energy & Water,Department of Energy,Congressionally Directed Fossil Energy Research & Development Projects,,Rehberg,R,MT,,Baucus; Tester,D; D,MT; MT,,,,"Senate bill indicated the earmark was for Montana State University, Clean Coal Technologies",0
10718,675000,,,634500,,United Way of Southeastern Michigan Ex-Offender Reentry Program,,,MI,"Commerce, Justice & Science",Department of Justice,Byrne Grants,,"Conyers; Kilpatrick; Rogers, Mike (MI)",D; D; R,MI; MI; MI,,Levin; Stabenow,D; D,MI; MI,,,,,0
10719,,400000,341000,335043,,"Washington State University, Pullman, WA, for mentoring programs women in science programs",Pullman,,WA,Labor-HHS-Education,Department of Education,Fund for the Improvement of Postsecondary Education,,,,,,Cantwell; Murray,D; D,WA; WA,,,,,0
10720,100000,,75000,74000,,Agriculture Compliance Laboratory Equipment,,,DE,Ag-Rural Development-FDA,Agriculture,Animal and Plant Health Inspection Service,,Castle,R; D,DE; DE,,Biden; Carper,D; D,DE; DE,,,,Carper,0
10721,,750000,619000,608186,,"Essex County, Newark, NJ, for a mental health initiative",Newark,Essex,NJ,Labor-HHS-Education,Department of Health and Human Services,Center for Mental Health Services,,Sires,D,NJ,,Lautenberg; Menendez,D; D,NJ; NJ,,,,,0
10722,,,300000,295000,0,West Branch of Little River,,,VT,Energy & Water,Corps of Engineers,Continuing Authorities Program; Aquatic Ecosystem Restoration (Section 206),,,,,,Leahy,D,VT,,,,"$20,321,000 out of $30,000,000 allocated for this program was earmarked to specific projects; projects with unspecified funding levels are second priority for remaining funds. Senate included this project but with an unspecified funding amount.",0
10723,,500000,292000,286899,,"University of Mississippi, University, MS, for the Center for Thermal Pharmaceutical Processing",University,,MS,Labor-HHS-Education,Department of Health and Human Services,Health Resources and Services Administration ,,,,,,Cochran,R,MS,,,,,0
10724,,6200000,,6200000,6200000,Alter Materials Laboratory (Human Systems Group/YA Labs),Wright-Patterson AFB,,OH,Military Construction,BRAC Projects 2005,Air Force,,,,,,,,,President-Solo & Und.,,,Commission recommendation; 170,0
10725,,400000,292000,286899,,"University of Mississippi, University, MS, for the Medication Use and Outcomes Research Group",University,,MS,Labor-HHS-Education,Department of Health and Human Services,Center for Medicare and Medicaid Services,,,,,,Cochran,R,MS,,,,,0
10726,99000,,71000,71000,,"Altamaha River Basin water quality project, GA",,,GA,Ag-Rural Development-FDA,Agriculture,Natural Resources Conservation Service; Conservation Operations,,Kingston,R,GA,1,Chambliss; Isakson,R; R,GA; GA,,,,,0
10727,,200000,140000,137200,0,"Bell-Whitley Community Agency, construction of One Stop Training Center",,Bell,KY,Transportation and Housing & Urban Development,HUD,Economic Development Initiatives,,"Rogers, Harold",R,KY,,Bunning,R,KY,,,,,0
10728,1700000,,1700000,1673000,0,"West Virginia And Pennsylvania Flood Control, WV & PA",,,PA; WV,Energy & Water,Corps of Engineers,"Construction, General",,Mollohan; Murtha,D; D,WV; PA,,,,,,,,,0
10729,,57000000,,57000000,57000000,Alter Centcom Headquarters,Macdill AFB,,FL,Military Construction,Military Construction Project Listing,Air Force,,,,,,"Martinez; Nelson, Bill",R; D,FL; FL,President and Member(s),,,,0
10730,300000,,300000,295000,,Butler County Courthouse,,,KS,Interior,National Park Service,Save America's Treasures,,Tiahrt,R,KS,4,,,,,,,,0
10731,,1630000,,1304000,,West Virginia Counter-Drug Program,,,WV,Defense,Drug Interdiction and Counter-Drug Activity,Defense Wide,Counter Narcotics,,,,,Byrd,D,WV,,,,,0
10732,,1200000,,3320000,0,Artesia Training and Related Facilities New Construction,Artesia,,NM,Homeland Security,Federal Law Enforcement Training Center,"Acquisition, Construction, Improvements, and Related Expenses",,,,,,Domenici,R,NM,,,,,0
10733,5000000,3000000,,4000000,,"UCLA High Speed, High Volume Laboratory Network for Infectious Diseases",Los Angeles,,CA,Defense,RDTE,Defense Wide,Chemical and Biological Defense Program - Advanced Development,Harman; Pelosi; Waxman,D; D; D,CA,,Boxer; Domenici,D; R,CA; NM,,,UCLA School of Public Health,,0
10734,,9500000,7643100,7490238,,West Virginia Route 2 Improvements,,,WV,Transportation and Housing & Urban Development,Transportation,FHWA; Surface Transportation Priorities,,,,,,Byrd,D,WV,,,,,0
10735,40000,,,84600,,"Ashburn, GA Police department Equipment",Ashburn,,GA,"Commerce, Justice & Science",Department of Justice,COPS; Technology,,Marshall,D,GA,8,,,,,,,,0
10736,50000,,,47000,,"Louisville Science Center at risk youth programs, KY",Louisville,,KY,"Commerce, Justice & Science",Department of Justice,Juvenile Justice,,Yarmuth,D,KY,,,,,,,,,0
10737,,1197000,1197000,1197000,,West Virginia University for the planning and construction of a research greenhouse facility,,,WV,Interior,Forest Service,,,,,,,,,,,Undisclosed,,,0
10738,,250000,206000,202401,,"AVANCE, Inc., San Antonio, Texas, for training and curriculum development for a parent-child educational program",San Antonio,,TX,Labor-HHS-Education,Department of Education,Fund for the Improvement of Education,,Gonzalez,D,TX,,Cornyn,R,TX,,,,,0
10739,35000000,35000000,32243000,31727000,35000000,"Portugues and Bucana Rivers, Puerto Rico",,,UST,Energy & Water,Corps of Engineers,"Construction, General",,Fortuno,R,UST,,,,,President and Member(s),,,Puerto Rico,0
10740,231000,,,282000,,West Virginia University Research Corporation for renovations of a small business incubator,Morgantown,,WV,Financial Services,Small Business Administration,,,Mollohan,D,WV,1,,,,,,,,0
10741,1707000,,0,0,,"Bayou Desiard, Monroe, LA",,,LA,Energy & Water,Corps of Engineers,Continuing Authorities Program; Project Modifications for Improvement of the Environment (Section 1135),,Alexander,R,LA,5,,,,,,,"$10,661,000 out of $30,000,000 allocated for this program was earmarked to specific projects; projects with unspecified funding levels are second priority for remaining funds. Senate included projects without specific funding level which are indicated with ""$0"" in that column.",0
10742,,200000,185000,181768,,"Jewish Renaissance Medical Center, Perth Amboy, NJ, for construction, renovation and equipment",Perth Amboy,,NJ,Labor-HHS-Education,Department of Health and Human Services,Health Resources and Services Administration ,,Sires,D,NJ,,Lautenberg; Menendez,D; D,NJ; NJ,,,,,0
10743,,350000,350000,344000,0,"West Virginia University, Advanced coal technology (liquefaction) in China",,,WV,Energy & Water,Department of Energy,Congressionally Directed Fossil Energy Research & Development Projects,,,,,,Byrd,D,WV,,,,,0
10744,,283000,266000,266000,,Bear Creek Lake,,,CO,Energy & Water,Corps of Engineers,Operation & Maintenance,,,,,,,,,,O & M-Undisclosed,,"Senate describes O & M earmarks as Presidential earmarks, but they were not in the  2008 budget",0
10745,200000,,195000,191593,,"Institute for Advanced Learning and Research, Danville, VA for professional development for teachers in the field of nanotechnology",Danville,,VA,Labor-HHS-Education,Department of Education,Fund for the Improvement of Postsecondary Education,,Goode,R,VA,,Warner; Webb,R; D,VA; VA,,,,,0
10746,,3150000,2764000,2715713,,"West Virginia University, for the construction and equipping of medical simulation research and training centers in Morgantown, Charleston and Martinsburg",Morgantown,,WV,Labor-HHS-Education,Department of Health and Human Services,Health Resources and Services Administration ,,Mollohan,D,WV,,Byrd,D,WV,,,,,0
10747,1000000,,,800000,,Big Antennas Small Structures Efficient Tactical (BASSET) UAV,Torrance,,CA,Defense,RDTE,Air Force,Aerospace Technology Development/Demonstration,Harman,D,CA,,,,,,,Nextgen Aeronautics,,0
10748,,500000,500000,492000,,"West Virginia University, Lightweight Composite Material for Heavy Duty Vehicles",,,WV,Energy & Water,Department of Energy,Congressionally Directed Energy Efficiency and Renewable Energy Projects,,,,,,Byrd,D,WV,,,,,0
10749,535000,,,502900,,"Will County, IL Sheriff's Office",,Will,IL,"Commerce, Justice & Science",Department of Justice,COPS; Technology,,Biggert; Weller,R; R,IL; IL,,Durbin,D,IL,,,,,0
10750,,250000,243000,238755,,"Bishop Museum, Honolulu, HI, to provide Filipino cultural education",Honolulu,,HI,Labor-HHS-Education,Related Agencies,Institute of Museum and Library Services,,,,,,Inouye,D,HI,,,,,0
10751,250000,,250000,245000,,West Vista Way Widening,,,CA,Transportation and Housing & Urban Development,Transportation,FHWA; Surface Transportation Priorities,,Issa,R,CA,,,,,,,,,0
10752,891000,,675000,670000,,"Botanical Research, UT",,,UT,Ag-Rural Development-FDA,Agriculture,CSREES; Federal Administration,,"Bishop, Rob",R,UT,,Bennett,R,UT,,,,,0
10753,800000,,,940000,,"Westchester and Rockland Counties, NY, Law Enforcement Technology Equipment",,"Westchester, Rockland",NY,"Commerce, Justice & Science",Department of Justice,COPS; Technology,,Lowey,D,NY,18,,,,,,,,0
10754,230000,,273000,268231,,"Winneshiek Medical Center, Decorah, IA for purchase of medical equipment",Decorah,,IA,Labor-HHS-Education,Department of Health and Human Services,Health Resources and Services Administration ,,Latham,R,IA,4,,,,,,,,0
10755,700000,,333000,328000,,"Broad Creek, Virginia",,,VA,Energy & Water,Corps of Engineers,Operation & Maintenance,,"Davis, Jo Ann",R,VA,,,,,,,,,0
10756,,231000,217000,217000,,Optima Lake,,,OK,Energy & Water,Corps of Engineers,Operation & Maintenance,,,,,,,,,,O & M-Undisclosed,,"Senate describes O & M earmarks as Presidential earmarks, but they were not in the  2008 budget",0
10757,100000,,,282000,,"Westchester Jewish Community Services, NY",,Westchester,NY,"Commerce, Justice & Science",Department of Justice,Juvenile Justice,,Engel,D,NY,,,,,,,,,0
10758,150000,,,188000,,"Brooklyn Arts Council at risk youth programs, Brooklyn, NY","Brooklyn, NY",,NY,"Commerce, Justice & Science",Department of Justice,Juvenile Justice,,Velazquez,D,NY,12,,,,,,,,0
10759,50000,,,117500,,Building Life Skills for Youth,Independence,,MO,"Commerce, Justice & Science",Department of Justice,Byrne Grants,,Cleaver,D,MO,,,,,,,,,0
10760,95000,,0,0,,"Western Cary Streams, Cary, NC",,,NC,Energy & Water,Corps of Engineers,Continuing Authorities Program; Aquatic Ecosystem Restoration (Section 206),,"Price, David",D,NC,,,,,,,,"$20,321,000 out of $30,000,000 allocated for this program was earmarked to specific projects; projects with unspecified funding levels are second priority for remaining funds. ",0
10761,,1500000,1500000,1477000,,Brushwood/West Fairlee Community Forest,,,VT,Interior,Forest Service,Forest Legacy,,Welch,D,VT,1,Leahy; Sanders,D; I,VT; VT,,,,,0
10762,3000000,,,2400000,,Western Hemisphere Information Exchange Program (WHIX),Miami,,FL,Defense,RDTE,Army,Environmental Quality Technology,"Hastings, Alcee; Ros-Lehtinen",D; R,FL,,,,,,,Florida International University ,,0
10763,1000000,1500000,,1200000,,Cell-Based Sensors for Chemical Threats,Athens,,GA,Defense,RDTE,Navy,University Research Initiatives,Kingston,R,GA,,Isakson,R,GA,,,University of Georgia,,0
10764,,300000,300000,295000,,The City of Helena for Missouri River wastewater treatment plant improvements ,Helena,,MT,Interior,Environmental Protection Agency,State and Tribal Assistance Grants,,Rehberg,R,MT,,Baucus; Tester,D; D,MT; MT,,,,,0
10765,,750000,,705000,,"Western Kentucky Environmental Monitoring Network, to complete the development of a monitoring system that will collect real-time observations through a statewide grid of stations in Kentucky administered, Western Kentucky University Research Foundation",Bowling Green,,KY,"Commerce, Justice & Science",Department of Commerce,NOAA; NWS,,,,,,McConnell,R,KY,,,,,0
10766,,300000,225000,223000,,"Center for Public Lands and Rural Economies, UT",,,UT,Ag-Rural Development-FDA,Agriculture,CSREES; Special Research Grants,,,,,,Bennett,R,UT,,,Utah State University,,0
10767,,200000,,188000,,"Western Kentucky University, Bowling Green, KY, for campus public safety",Bowling Green,,KY,"Commerce, Justice & Science",Department of Justice,COPS; Technology,,,,,,Bunning,R,KY,,,,,0
10768,,250000,204000,200436,,"William Paterson University, Wayne, NJ, for curriculum development and other activities to establish the Center for the Study of Critical Languages",Wayne,,NJ,Labor-HHS-Education,Department of Education,Fund for the Improvement of Postsecondary Education,,,,,,Lautenberg,D,NJ,,,,,0
10769,,400000,390000,383187,,"Cheyenne River Sioux Tribe, Eagle Butte, SD, for a methamphetamine prevention program",Eagle Butte,,SD,Labor-HHS-Education,Department of Health and Human Services,Center for Substance Abuse Prevention,,,,,,Johnson,D,SD,,,,,0
10770,,100000,87000,85480,,"Myrna Brind Center of Integrative Medicine, Philadelphia, PA, to develop three models of inte-grative programs of clinical excellence",Philadelphia,,PA,Labor-HHS-Education,Department of Health and Human Services,Health Resources and Services Administration ,,,,,,Casey; Specter,D; R,PA; PA,,,,,0
10771,100000,,97000,95305,,"Philadelphia Academies, Inc., Philadelphia, PA for a longitudinal study on the impact of the organization's career-based education model",Philadelphia,,PA,Labor-HHS-Education,Department of Education,Fund for the Improvement of Education,,Fattah,D,PA,,,,,,,,,0
10772,2000000,1000000,1500000,1476000,0,Wichita Project--Equus Beds Division,,,KS,Energy & Water,Bureau of Reclamation,Water and Related Resources,,Tiahrt,R,KS,4,Roberts,R,KS,,,,,0
10773,,25000,25000,25000,0,Yazoo Basin-Main Stem,,,MS,Energy & Water,Corps of Engineers,Mississippi River and Tributaries; Construction,,,,,,Cochran,R,MS,,,,,0
10774,1000000,,1000000,984000,,Chicago State University Research (IL),,,IL,Energy & Water,Department of Energy,Congressionally Directed Science projects,,Jackson,D,IL,,,,,,,,,0
10775,200000,,,658000,,New Mexico Sheriff and Police Athletic League,,,NM,"Commerce, Justice & Science",Department of Justice,Juvenile Justice,,"Udall, Tom; Wilson, Heather",D; R,NM; NM,,Bingaman; Domenici,D; R,NM; NM,,,,,0
10776,200000,,200000,196000,,"Tri-County Community College, for construction of an occupational and technical training facility for students",Robbinsville,,NC,Transportation and Housing & Urban Development,HUD,Economic Development Initiatives,,Shuler,D,NC,,,,,,,,,0
10777,2970000,,2144000,2129000,,"Washington Fields, UT",,,UT,Ag-Rural Development-FDA,Agriculture,Natural Resources Conservation Service; Conservation Operations,,Matheson,D,UT,,Bennett; Hatch,R; R,UT; UT,,,,,0
10778,100000,,,94000,,"City of Buffalo, NY, Youth Violence Prevention and Intervention Program",Buffalo,,NY,"Commerce, Justice & Science",Department of Justice,Juvenile Justice,,Higgins,D,NY,,Schumer,D,NY,,,,,0
10779,,5000000,,4000000,,Helicopter Autonomous Landing System ,,,UNK,Defense,RDTE,Army,Aircraft Modifications Product Improvement Programs,,,,,Reid,D,NV,,,,,0
10780,,1000000,,1000000,,Knowledge Driven Manufacturing System (KDMS) ,,,UNK,Defense,RDTE,Army,Weapons and Munitions Advanced Technology ,McCollum,D,MN,,Coleman; Klobuchar,R; D,MN; MN,,,,,0
10781,500000,,,470000,,"University of Connecticut Health Center, Breaking the Cycle of Behavioral Health Problems and Crime",,,CT,"Commerce, Justice & Science",Department of Justice,Byrne Grants,,DeLauro,D,CT,,,,,,,,,0
10782,231000,,,282000,,"City of Chicago, Small Business assistance program for ex-offenders",Chicago,,IL,Financial Services,Small Business Administration,,,"Davis, Danny",D,IL,7,,,,,,,,0
10783,150000,,150000,147000,,"City of Santa Maria for construction, renovation and build out of a library",Santa Maria,,CA,Transportation and Housing & Urban Development,HUD,Economic Development Initiatives,,Capps,D,CA,,,,,,,,,0
10784,,2000000,1000000,984000,0,Summit Lake Paiute Tribe for Summit Lake desert terminius lake restoration,Northern Washoe County,,NV,Energy & Water,Bureau of Reclamation,General Provisions,,,,,,Reid,D,NV,,,,Taps $200 million in funds from the Desert Terminal Lakes section (2507) included in the Farm and Rural Investment Act of 2002 (Farm Bill),0
10785,,492000,492000,484000,0,"Western Lake Erie Basin, OH, IN, MI",,,IN; MI; OH,Energy & Water,Corps of Engineers,General Investigations,,Kaptur,D,OH,,Voinovich,R,OH,,,,,0
10786,100000,,,188000,,"Anderson County, KY Sheriff's Mobile Data Terminals",,Anderson,KY,"Commerce, Justice & Science",Department of Justice,COPS; Technology,,Chandler,D,KY,,,,,,,,,0
10787,,250000,,223250,,"City of Los Angeles, for an after-school program for at-risk you",Los Angeles,,CA,"Commerce, Justice & Science",Department of Justice,Byrne Grants,,,,,,Boxer,D,CA,,,,,0
10788,1655722,,1656000,1644000,,"USNA Germplasm/Ornamental Horticulture, Washington, DC",Washington,,DC,Ag-Rural Development-FDA,Agriculture,Agricultural Research Service; Salaries and Expenses,,Hoyer,D,MD,,,,,,,,,0
10789,231000,,,282000,,"Western MA Enterprise Fund, technical assistance for developing enterprises",Greenfield,,MA,Financial Services,Small Business Administration,,,Olver,D,MA,1,,,,,,,,0
10790,,500000,,376000,,"City of Jackson, Jackson, MS, for law enforcement technology upgrades",Jackson,,MS,"Commerce, Justice & Science",Department of Justice,COPS; Technology,,,,,,Cochran,R,MS,,,,,0
10791,1000000,,1000000,984000,,Levine Children's Hospital CT Scanner (NC),,,NC,Energy & Water,Department of Energy,Congressionally Directed Science projects,,Hayes,R,NC,,Burr,R,NC,,,,,0
10792,100000,,195000,191593,,"Northern Kentucky University Research Foundation, Highland Heights, KY for the METS Center, including purchase of equipment",Highland Heights,,KY,Labor-HHS-Education,Department of Education,Fund for the Improvement of Postsecondary Education,,"Davis, Geoff",R,KY,,,,,,,,,0
10793,500000,,500000,492000,,University of Missouri-Rolla Distributed Energy Research Center (MO),,,MO,Energy & Water,Department of Energy,Congressionally Directed Electricity Delivery and Energy Reliability Projects,,Emerson,R,MO,,,,,,,,,0
10794,,300000,180000,176400,,"City of Lincoln, for Antelope Valley Project Community Revitalization",Lincoln,,NE,Transportation and Housing & Urban Development,HUD,Economic Development Initiatives,,Fortenberry,R,NE,1,"Hagel; Nelson, Ben",R; D,NE; NE,,,,,0
10795,375000,,,352500,,"Escambia County, FL",,Escambia,FL,"Commerce, Justice & Science",Department of Justice,COPS; Technology,,"Miller, Jeff",R,FL,,Martinez,R,FL,,,,,0
10796,,150000,117000,114956,,"University of Montana Rehabilitation, Research, and Training Center, Missoula, MT, to develop program Living Well and Working Well with a Disability: Improving Health, Promoting Employment, and Reducing Medical Costs",Missoula,,MT,Labor-HHS-Education,Department of Health and Human Services,Centers for Disease Control and Prevention ,,,,,,Baucus,D,MT,,,,,0
10797,150000,,250000,245000,,"City of San Juan for planning, design, and construction of a new library",San Juan,,TX,Transportation and Housing & Urban Development,HUD,Economic Development Initiatives,,Hinojosa,D,TX,,,,,,,,,0
10798,,400000,175000,172000,0,Homer Harbor Modification,,,AK,Energy & Water,Corps of Engineers,General Investigations,,,,,,Stevens,R,AK,,,,,0
10799,27600000,,0,0,,MCSB Upgrade ,,,CO,Defense,RDTE,Air Force,Space-based Infrared System (SBIRS),,,,,,,,,Undisclosed,,,0
10800,250000,,250000,245000,,Western Maryland Welcome Center,,Frederick,MD,Transportation and Housing & Urban Development,Transportation,FHWA; Federal Lands (Public Lands Highways),,Bartlett,R,MD,,,,,,,,,0
10801,,100000,82000,80567,,"Anna Maria College, Paxton, MA, for program development at the Molly Bish Center for the Protection of Children and the Elderly",Paxton,,MA,Labor-HHS-Education,Department of Health and Human Services,Administration for Children and Families,,McGovern,D,MA,,Kennedy; Kerry,D; D,MA; MA,,,,,0
10802,,,,100000,,City of St. Charles,,,MN,Homeland Security,Federal Emergency Management Agency,Predisaster Mitigation,,Walz,D,MN,,,,,,,,,0
10803,360000,,360000,354000,,Western North Carolina Clean Energy Business Incubator (NC),,,NC,Energy & Water,Department of Energy,Congressionally Directed Energy Efficiency and Renewable Energy Projects,,Shuler,D,NC,,,,,,,,,0
10804,,300000,0,0,,City of Skagway,Skagway,,AK,Interior,Forest Service,,,,,,,Stevens,R,AK,,,,,0
10805,,1741000,1637000,1637000,,Lucky Peak Lake,,,ID,Energy & Water,Corps of Engineers,Operation & Maintenance,,,,,,,,,,O & M-Undisclosed,,"Senate describes O & M earmarks as Presidential earmarks, but they were not in the  2008 budget",0
10806,2000000,,,1600000,,Tracking the Health of Soldiers with Advanced Implantable Nanosensors,Storrs,,CT,Defense,RDTE,Army,Medical Advanced Technology,Courtney; DeLauro,D; D,CT; CT,2; 3,,,,,,University of Connecticut,,0
10807,300000,,316000,310479,,"Western North Carolina Health System, Asheville, NC for health information technology",Asheville,,NC,Labor-HHS-Education,Department of Health and Human Services,Health Resources and Services Administration ,,Shuler,D,NC,,Dole,R,NC,,,,,0
10808,,100000,97000,95305,,"Community Counseling Center, Portland, ME, for the expansion of the Greater Portland Trauma Assistance Network",Portland,,ME,Labor-HHS-Education,Department of Health and Human Services,Center for Mental Health Services,,,,,,Collins; Snowe,R; R,ME; ME,,,,,0
10809,250000,,,493500,,Western North Carolina Methamphetamine Enforcement,,,NC,"Commerce, Justice & Science",Department of Justice,COPS; Meth,,Shuler,D,NC,,,,,,,,,0
10810,,1300000,,940000,,"Alaska Native Justice Center, for programs to support Natives involved in legal issues",Anchorage,,AK,"Commerce, Justice & Science",Department of Justice,Byrne Grants,,,,,,Stevens,R,AK,,,,,0
10811,200000,,,470000,,"Community Counseling Center, Portland, ME, Trauma Prevention and Treatment for At-Risk Youth ",Portland,,ME,"Commerce, Justice & Science",Department of Justice,Juvenile Justice,,Allen,D,ME,,Collins; Snowe,R; R,ME; ME,,,,,0
10812,500000,,500000,492000,,Monroe County Water Authority for the Southeast Service Area Reliability Improvements,,Monroe,NY,Interior,Environmental Protection Agency,State and Tribal Assistance Grants,,Kuhl,R,NY,29,,,,,,,,0
10813,200000,,195000,191593,,"Parish of Rapides Career Solutions Center, Alexandria, LA for a job training initiative",Alexandria,,LA,Labor-HHS-Education,Department of Labor ,Employment and Training Administration ,,Alexander,R,LA,5,Landrieu; Vitter,D; R,LA; LA,,,,,0
10814,,250000,204000,200436,,"Western Oregon University, Monmouth, OR, for equipping a nursing simulation laboratory",Monmouth,,OR,Labor-HHS-Education,Department of Education,Fund for the Improvement of Postsecondary Education,,Hooley,D,OR,,Smith; Wyden,R; D,OR; OR,,,,,0
10815,250000,1000000,670000,656600,,Central MD Transit Operations Facility,,Anne Arundel,MD,Transportation and Housing & Urban Development,Transportation,FTA; Buses and Bus Facilities,,Cummings; Ruppersberger; Sarbanes,D; D; D,MD; MD; MD,,Cardin; Mikulski,D; D,MD; MD,,,,,0
10816,2000000,,,1600000,,Commercial Technologies for Maintenance Activities,Ann Arbor,,MI,Defense,Operation and Maintenance,Defense Wide,Defense Logistics Agency,"Bishop, Rob; Brown, Corrine; Butterfield; Davis, Susan; Jones, Walter; Kingston; Ortiz; Shea-Porter",R; D; D; D; R; R; D; D,,UT; FL; NC; CA; NC; GA; TX; NH,,,,,,National Center for Manufacturing Sciences,,0
10817,200000,,,235000,,"Community Crime Prevention Initiative in Langley Park, MD",Langley Park,,MD,"Commerce, Justice & Science",Department of Justice,Byrne Grants,,Van Hollen,D,MD,,,,,,,,,0
10818,231000,,,282000,,"University of Connecticut, Avery Point for the Avery Point Technology Incubation Center",Avery Point,,CT,Financial Services,Small Business Administration,,,Courtney; DeLauro,D; D,CT; CT,2; 3,,,,,,,,0
10819,300000,,487000,478492,,"Community Dental Services, Albuquerque, NM for facilities and equipment",Albuquerque,,NM,Labor-HHS-Education,Department of Health and Human Services,Health Resources and Services Administration ,,"Wilson, Heather",R,NM,1,,,,,,,,0
10820,160000,,,291400,,"STOP Organization, Norfolk, VA",Norfolk,,VA,"Commerce, Justice & Science",Department of Justice,Juvenile Justice,,"Scott, Bobby",D,VA,,,,,,,,,0
10821,200000,,,188000,,"Western PA CARES, Pittsburgh, PA",Pittsburgh,,PA,"Commerce, Justice & Science",Department of Justice,Juvenile Justice,,Doyle,D,PA,,,,,,,,,0
10822,352000,,264000,262000,,"Bovine Tuberculosis, MI",,,MI,Ag-Rural Development-FDA,Agriculture,CSREES; Special Research Grants,,"Rogers, Mike (AL); Upton; Walberg",R; R; R,AL; MI; MI,,Levin; Stabenow,D; D,MI; MI,,,,,0
10823,2000000,,,1600000,,Compound Zoom for Airborne Reconnaissance (CZAR),Woodland Hills,,CA,Defense,RDTE,Air Force,Evaluation and Analysis Program,Sherman,D,CA,,,,,,,Panvision Federal Systems,,0
10824,500000,500000,468000,461000,0,Pine Mountain Lake,,,AR,Energy & Water,Corps of Engineers,General Investigations,,Boozman,R,AR,,Lincoln; Pryor,D; D,AR; AR,,,,,0
10825,,1250000,,1116250,,"Western Pacific pelagic fisheries research, research to aid efforts to develop and implement strategies for the conservation and management of peagic fish species, University of Hawaii--Joint Institute of Marine and Atmospheric Research",Honolulu,,HI,"Commerce, Justice & Science",Department of Commerce,NOAA; NMFS,,Hirono,D,HI,,Inouye,D,HI,,,,,0
10826,,200000,200000,196000,,"City of Pittsburgh, South Side Works, redevelop to enhance mobility",Pittsburgh,,PA,Transportation and Housing & Urban Development,HUD,Economic Development Initiatives,,,,,,Casey,D,PA,,,,,0
10827,100000,,,329000,,"Community Foundation of Wyandotte County, KS Neighborhood Safety Program",,Wyandotte ,KS,"Commerce, Justice & Science",Department of Justice,Byrne Grants,,"Moore, Dennis",D,KS,,,,,,,,,0
10828,,3000000,1500000,1477000,,Piedmont of South Carolina,,,SC,Interior,Forest Service,Forest Legacy,,,,,,Graham,R,SC,,,,,0
10829,100000,,100000,98000,,"Western Reserve Land
Conservancy for purchase of 246 acres in Lake and Geuga Counties, to be converted to a public park",,Geuga,OH,Transportation and Housing & Urban Development,HUD,Economic Development Initiatives,,LaTourette,R,OH,,,,,,,,,0
10830,500000,,487000,478492,,"Community Foundation for Greater New Haven, New Haven, CT to support innovative multi-disciplinary intervention programs serving children and families exposed to violence and trauma",New Haven ,,CT,Labor-HHS-Education,Department of Health and Human Services,Center for Substance Abuse Prevention,,DeLauro,D,CT,,,,,,,,,0
10831,500000,1250000,798000,785000,0,South San Francisco Shoreline,,,CA,Energy & Water,Corps of Engineers,General Investigations,,Eshoo; Honda; Lofgren; Stark,D; D; D; D,CA,,Feinstein,D,CA,,,,,0
10832,,450000,370000,363536,,"University of Delaware, Newark, DE, for the Delaware Biotechnology Institute",Newark,,DE,Labor-HHS-Education,Department of Health and Human Services,Health Resources and Services Administration ,,,,,,Biden; Carper,D; D,DE; DE,,,,,0
10833,200000,,,399500,,"Castle Hayne, NC VisionAIR Data Integration Network",Castle Hayne,,NC,"Commerce, Justice & Science",Department of Justice,COPS; Technology,,McIntyre,D,NC,,,,,,,,,0
10834,,9600000,,9600000,9600000,Composite Support Complex,Elmendorf AFB,,AK,Military Construction,BRAC Projects 2005,Air Force,,,,,,,,,President-Solo & Und.,,,"Commission recommendation; 80, 110",0
10835,150000,,146000,143449,,"Eisenhower Medical Center, Rancho Mirage, CA for facilities and equipment",Rancho Mirage,,CA,Labor-HHS-Education,Department of Health and Human Services,Health Resources and Services Administration ,,Bono Mack,R,CA,,,,,,,,,0
