ID,House Request,Senate Request,Pre-reduction Amt. (Omni),Final Amount,Budget Request,Description,City/Location,County,State,Bill,Bill Section,Bill Subsection,Project Heading (Defense Bill Only),House Requesting Member(s),House Party,House State,Dist.,Senate Requesting Member(s),Senate Party,Senate State,Presidential Earmarks,Undisclosed,Intended Recipient or Location,Notes,is_pork
8,"$6,000,000",,"$6,000,000","$5,880,000",,MBTA Fitchburg to Boston Rail Corridor Project Development and Construction,,,MA,Transportation and Housing & Urban Development,Transportation,FTA; Small Starts,,Olver,D,MA,1,,,,,,,,1
,"$1,000,000",,"$1,500,000","$1,470,000",,Pittsfield Downtown Streetscape,,,MA,Transportation and Housing & Urban Development,Transportation,FHWA; Surface Transportation Priorities,,Olver,D,MA,1,,,,,,,,1
647,"$800,000",,"$800,000","$784,000",,"FRTA, Franklin Regional Transit Center",,,MA,Transportation and Housing & Urban Development,Transportation,FTA; Buses and Bus Facilities,,Olver,D,MA,1,,,,,,,,1
1022,"$750,000",,"$750,000","$735,000",,MART Bus and Commuter Facilities,,,MA,Transportation and Housing & Urban Development,Transportation,FTA; Buses and Bus Facilities,,Olver,D,MA,1,,,,,,,,1
2837,"$275,000",,"$275,000","$269,500",,"Barrington Stage Company in Pittsfield, for renovation and build out of the Berkshire Music Hall and Octagon House",Pittsfield,,MA,Transportation and Housing & Urban Development,HUD,Economic Development Initiatives,,Olver,D,MA,1,,,,,,,,1
473,"$100,000",,"$200,000","$196,000",,Massachusetts Landscape Connectivity Study,,,MA,Transportation and Housing & Urban Development,Transportation,FHWA; Surface Transportation Priorities,,Olver,D,MA,1,,,,,,,,1
1697,"$500,000",,"$500,000","$490,000",,City of Bellflower for construction and build out of the Los Angeles County Fire Museum,Bellflower,,CA,Transportation and Housing & Urban Development,HUD,Economic Development Initiatives,,Roybal-Allard,D,CA,,,,,,,,,1
1918,,"$200,000","$200,000","$196,000",,"City of Las Vegas, to complete renovation and transformation of the historic Post Office in downtown Las Vegas to a museum on local history",Las Vegas,,NV,Transportation and Housing & Urban Development,HUD,Economic Development Initiatives,,,,,,Reid,D,NV,,,,,1
4,"$150,000",,"$150,000","$147,000",,Western Mining and Railroad Museum for construction and renovation of an addition to the museum to improve accessibility,Helper,,UT,Transportation and Housing & Urban Development,HUD,Economic Development Initiatives,,Matheson,D,UT,,,,,,,,,1
1954,"$100,000",,"$100,000","$98,000",,Audie Murpy/American Cotton Museum for construction of a memorial and building,Greenville,,TX,Transportation and Housing & Urban Development,HUD,Economic Development Initiatives,,"Hall, Ralph",R,TX,,,,,,,,,1
2987,"$50,000",,"$50,000","$49,000",,"Woodbridge Township, NJ, for construction of a Woodbridge Historical Museum",Woodbridge,,NJ,Transportation and Housing & Urban Development,HUD,Economic Development Initiatives,,Ferguson,R,NJ,,,,,,,,,1
1142,"$500,000",,"$1,000,000","$980,000",,Interstate 66,,Pike,KY,Transportation and Housing & Urban Development,Transportation,FHWA; Surface Transportation Priorities,,"Rogers, Harold",R,KY,,,,,,,,,1
1738,"$500,000",,"$1,500,000","$1,470,000",,Interstate 66 Somerset to London,,,KY,Transportation and Housing & Urban Development,Transportation,FHWA; Surface Transportation Priorities,,"Rogers, Harold",R,KY,,,,,,,,,1
1525,"$250,000",,"$700,000","$686,000",,Cambridge-Isanti Bike/Walk Trail,,,MN,Transportation and Housing & Urban Development,Transportation,FHWA; Surface Transportation Priorities,,Oberstar,D,MN,,,,,,,,,1
1821,"$500,000",,"$500,000","$490,000",,Lane expansion of RM 1431,,,TX,Transportation and Housing & Urban Development,Transportation,FHWA; Transportation and Community and System Preservation,,Carter,R,TX,,Cornyn,R,TX,,,,,1
1158,,"$500,000","$335,000","$328,300",,"City of Billings, Big Sky Economic Development Authority for historic preservation of the Cobb Field facility",Billings,,MT,Transportation and Housing & Urban Development,HUD,Economic Development Initiatives,,,,,,Baucus; Tester,D; D,MT; MT,,,,,1
2228,,"$450,000","$301,500","$295,470",,International Peace Garden facility renovation,Dunseith,,ND,Transportation and Housing & Urban Development,HUD,Economic Development Initiatives,,,,,,Conrad; Dorgan,D; D,ND; ND,,,,,1
1832,"$250,000",,"$250,000","$245,000",,Walter Clore Wine and Culinary Center for construction,Prosser,,WA,Transportation and Housing & Urban Development,HUD,Economic Development Initiatives,,"Hastings, Doc",R,WA,,Cantwell; Murray,D; D,WA; WA,,,,,1
320,"$150,000",,"$150,000","$147,000",,"Graveyard of the Atlantic Museum, for completion of construction of the Graveyard of the Atlantic Museum",Hatteras,,NC,Transportation and Housing & Urban Development,HUD,Economic Development Initiatives,,"Jones, Walter",R,NC,,,,,,,,,1
545,"$100,000",,"$100,000","$98,000",,Wakely Lodge Resort for renovation of the Wakely Lodge,,Hamilton,NY,Transportation and Housing & Urban Development,HUD,Economic Development Initiatives,,McHugh,R,NY,,,,,,,,,1
1650,"$100,000",,"$100,000","$98,000",,Town of Boydton for development of the Walking Tour of Boydton,Boydton,,VA,Transportation and Housing & Urban Development,HUD,Economic Development Initiatives,,Goode,R,VA,,,,,,,,,1
1909,"$50,000",,"$50,000","$49,000",,"National Forest Recreation Association, for construction of a National Mule and Packers Museum in Bishop, CA",Woodlake,,CA,Transportation and Housing & Urban Development,HUD,Economic Development Initiatives,,McKeon,R,CA,,,,,,,,,1
